Timestamp,Email address,Score,Name,IITP webmail,Phone (10 digit only),Roll Number,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07-08-2021 12:20,gil_carter2776@gompie.com,90 / 140,Gil Carter,gil_carter3805@iitp.ac.in,9321640810,1401CS68,Option D,Option D,Option B,Option C,Option B,Option B,Option A,,,Option A,Option C,Option A,Option D,Option D,Option B,Option C,Option C,Option D,Option B,,Option A,Option A,Option B,Option D,Option A,Option C,Option C,Option D
07-08-2021 12:20,daphne_speed306@vetan.org,130 / 140,Daphne Speed,daphne_speed3415@iitp.ac.in,9783460636,1401CE61,Option A,Option D,Option B,Option C,Option B,Option C,Option D,Option D,Option B,Option A,Option C,Option A,Option D,Option D,Option B,Option D,Option C,Option D,Option A,Option D,Option A,Option A,Option A,Option D,Option D,Option A,Option C,Option D
07-08-2021 12:20,caydence_camden1581@naiker.biz,20 / 140,Caydence Camden,caydence_camden8370@iitp.ac.in,9569921982,1401ME80,,,,,,,,,,,,,Option D,,Option B,,,,,,,,,Option D,,Option A,,
07-08-2021 12:20,elijah_sloan9903@famism.biz,45 / 140,Elijah Sloan,elijah_sloan1477@iitp.ac.in,9369060898,1401ME83,,Option D,,,Option D,,Option D,Option D,,,Option C,Option B,Option B,,,Option B,Option C,Option D,Option C,Option D,,Option B,,Option D,Option A,Option C,,Option D
07-08-2021 12:20,madison_parsons1820@twipet.com,60 / 140,Madison Parsons,madison_parsons5146@iitp.ac.in,7903619453,1401ME52,Option C,Option B,Option B,Option B,Option B,Option B,Option A,Option D,Option B,Option B,Option C,Option D,Option B,Option D,Option B,Option B,Option D,Option A,Option B,Option B,Option A,Option B,Option A,Option D,Option B,Option A,Option A,Option D
07-08-2021 12:20,gil_savage9073@bungar.biz,100 / 140,Gil Savage,gil_savage2177@iitp.ac.in,9809925873,1401EE58,Option A,Option D,Option B,Option C,Option B,Option C,Option D,Option D,,Option B,Option D,Option D,Option D,,Option B,Option D,Option C,Option D,,Option D,,Option A,Option A,Option D,Option D,Option A,,Option D
07-08-2021 12:20,vicky_stubbs4593@typill.biz,25 / 140,Vicky Stubbs,vicky_stubbs5534@iitp.ac.in,8235880406,1401EE56,Option D,,,Option C,,,Option C,Option B,,,Option D,Option A,,,,,,Option D,,Option B,,Option B,Option A,Option D,,,,
07-08-2021 12:20,gemma_murray759@jiman.org,105 / 140,Gemma Murray,gemma_murray2055@iitp.ac.in,7497080070,1401ME07,Option A,Option D,Option B,Option C,,Option C,Option D,,Option A,Option A,Option C,Option A,Option B,Option D,Option B,Option D,Option C,,,Option D,Option A,,Option A,Option D,Option D,Option A,Option C,
07-08-2021 12:20,mark_cann5224@liret.org,95 / 140,Mark Cann,mark_cann3732@iitp.ac.in,7828975562,1401CS63,,,Option B,Option C,Option B,Option C,Option D,Option D,Option A,Option A,Option C,Option A,Option B,,,Option D,Option C,Option D,,,Option A,Option A,Option A,Option D,Option D,Option A,Option A,
07-08-2021 12:20,sage_harvey3237@hourpy.biz,110 / 140,Sage Harvey,sage_harvey4650@iitp.ac.in,9935432597,1401ME42,Option A,Option D,Option B,Option C,Option B,Option C,Option D,Option D,Option A,Option A,Option C,Option A,Option D,Option D,,Option C,Option C,Option D,Option B,Option B,Option D,Option A,Option A,Option D,Option A,Option A,Option A,Option D
07-08-2021 12:20,barney_reynolds8711@vetan.org,80 / 140,Barney Reynolds,barney_reynolds9394@iitp.ac.in,7011906773,1401ME71,Option A,Option D,Option B,Option C,Option B,Option C,Option D,,,,Option A,Option A,,,,Option C,Option C,Option D,,Option D,Option A,Option B,Option A,Option D,Option B,Option A,Option A,Option D
07-08-2021 12:20,leslie_leigh2496@mafthy.com,135 / 140,Leslie Leigh,leslie_leigh4954@iitp.ac.in,6386744796,1401CB51,Option A,Option D,Option B,Option C,Option B,Option C,Option D,Option D,Option A,Option D,Option C,Option A,Option D,Option D,Option B,Option D,Option C,Option D,Option B,Option D,Option A,Option A,Option A,Option D,Option D,Option A,Option C,Option D
07-08-2021 12:20,roger_barrett275@bretoux.com,65 / 140,Roger Barrett,roger_barrett9587@iitp.ac.in,8447298144,1401EE15,Option A,,,Option C,,,Option D,,,Option A,Option B,Option D,,,,,Option D,Option D,Option C,,Option A,Option A,Option A,Option D,Option D,Option A,Option C,Option D
07-08-2021 12:20,kaylee_ranks6910@qater.org,135 / 140,Kaylee Ranks,kaylee_ranks3489@iitp.ac.in,8382819704,1401CS66,Option A,Option D,Option B,Option C,Option A,Option C,Option D,Option D,Option A,Option A,Option C,Option A,Option D,Option D,Option B,Option D,Option C,Option D,Option B,Option D,Option A,Option A,Option A,Option D,Option D,Option A,Option C,Option D
07-08-2021 12:20,barney_vass9807@deons.tech,140 / 140,Barney Vass,barney_vass75@iitp.ac.in,7016101839,1401CS44,Option A,Option D,Option B,Option C,Option B,Option C,Option D,Option D,Option A,Option A,Option C,Option A,Option D,Option D,Option B,Option D,Option C,Option D,Option B,Option D,Option A,Option A,Option A,Option D,Option D,Option A,Option C,Option D
07-08-2021 12:20,david_goldsmith6463@jiman.org,125 / 140,David Goldsmith,david_goldsmith6231@iitp.ac.in,7719416361,1401CS14,Option A,Option D,Option B,Option C,Option B,Option C,Option D,Option D,Option A,Option A,Option B,Option A,Option D,Option D,Option B,Option D,Option C,Option D,,Option C,Option A,Option A,Option A,Option D,Option D,Option A,Option C,Option D
07-08-2021 12:20,joseph_adams6387@zorer.org,80 / 140,Joseph Adams,joseph_adams5568@iitp.ac.in,9284978953,1401EE27,Option A,Option D,Option B,Option C,Option B,Option C,Option D,,,,,Option A,,,,,Option C,Option D,,Option D,,,Option A,Option D,Option D,Option C,Option C,Option D
07-08-2021 12:20,dakota_lewis5177@cispeto.com,70 / 140,Dakota Lewis,dakota_lewis3583@iitp.ac.in,9182589196,1401EE36,Option A,Option B,,,,,Option D,,Option A,,Option D,Option A,Option D,Option D,Option B,Option D,Option D,Option D,Option A,Option D,,,Option A,Option D,,Option A,Option C,Option B
07-08-2021 12:20,violet_crawford7748@mafthy.com,140 / 140,Violet Crawford,violet_crawford9473@iitp.ac.in,7380481132,1401CS78,Option A,Option D,Option B,Option C,Option B,Option C,Option D,Option D,Option A,Option A,Option C,Option A,Option D,Option D,Option B,Option D,Option C,Option D,Option B,Option D,Option A,Option A,Option A,Option D,Option D,Option A,Option C,Option D
07-08-2021 12:20,molly_vinton5056@corti.com,70 / 140,Molly Vinton,molly_vinton9714@iitp.ac.in,9129672511,1401CE47,,,Option B,Option C,,Option C,Option D,Option D,,,,,Option D,,Option B,,Option C,Option D,,,Option A,,Option A,Option D,Option D,Option A,Option B,
07-08-2021 12:20,noah_knott432@ubusive.com,75 / 140,Noah Knott,noah_knott6570@iitp.ac.in,6309828611,1401CE29,Option D,,Option B,Option A,,Option C,Option D,Option D,,Option A,Option D,,Option B,Option B,,Option C,Option C,Option D,Option C,Option D,Option A,Option B,Option A,Option D,Option D,Option A,Option C,Option D
07-08-2021 12:20,percy_verdon9666@naiker.biz,105 / 140,Percy Verdon,percy_verdon8106@iitp.ac.in,8429697765,1401ME11,Option A,Option D,Option B,Option C,,Option C,Option D,,Option A,Option A,Option D,Option A,Option B,Option D,Option B,Option D,Option C,Option D,,Option B,,Option A,Option A,Option D,Option D,Option A,Option C,Option D
07-08-2021 12:20,alexander_partridge5822@muall.tech,110 / 140,Alexander Partridge,alexander_partridge2616@iitp.ac.in,9829324136,1401ME45,Option A,Option D,Option B,Option C,,Option C,Option D,,,,Option C,Option A,Option D,Option D,Option B,Option D,Option C,Option D,Option B,Option D,Option D,Option A,Option A,Option D,Option D,Option A,Option C,Option B
07-08-2021 12:20,lynn_jones6752@nickia.com,85 / 140,Lynn Jones,lynn_jones17@iitp.ac.in,8218930662,1401CB02,Option A,Option D,Option B,Option C,,Option C,Option D,,Option A,,,Option A,,Option D,Option B,Option D,Option C,Option A,Option B,Option D,,,Option A,Option A,,Option A,Option C,Option B
07-08-2021 12:20,ronald_owens3897@mafthy.com,125 / 140,Ronald Owens,ronald_owens5086@iitp.ac.in,9947107295,1401CB16,Option A,Option D,Option B,Option C,Option B,Option C,Option D,Option D,,Option A,Option D,Option A,Option D,,Option B,Option D,Option C,Option D,Option B,Option D,Option A,Option A,Option A,Option D,Option D,Option A,Option C,Option D
07-08-2021 12:20,daniel_reading1705@deavo.com,115 / 140,Daniel Reading,daniel_reading4547@iitp.ac.in,9509614050,1401MM25,Option A,,Option B,Option C,Option B,Option C,Option D,Option D,Option C,Option A,,Option A,Option D,,Option B,Option D,Option C,,Option B,Option D,Option A,Option A,Option A,Option D,Option D,Option A,Option C,Option D
07-08-2021 12:20,sage_potts7984@twace.org,105 / 140,Sage Potts,sage_potts8201@iitp.ac.in,8851333173,1401EE67,Option A,Option B,Option B,Option C,,Option C,Option D,Option D,Option A,Option A,,,Option D,,Option B,Option D,Option C,Option D,Option B,Option D,Option A,Option A,Option A,Option C,Option D,Option A,Option B,Option D
07-08-2021 12:20,harriet_ward8388@deavo.com,105 / 140,Harriet Ward,harriet_ward8123@iitp.ac.in,9161105636,1401CE25,Option A,,Option B,Option C,,Option C,Option D,Option D,,Option A,Option C,,Option D,Option D,Option B,Option D,Option C,Option D,,Option D,Option A,,Option A,Option D,Option D,Option A,Option C,Option B
07-08-2021 12:20,vera_rycroft6599@muall.tech,45 / 140,Vera Rycroft,vera_rycroft7673@iitp.ac.in,8210365189,1401CB37,,Option C,Option B,Option C,,Option C,Option C,Option C,,Option A,Option C,Option A,Option C,,,,,Option D,Option C,,Option B,,,,,Option A,,Option D
07-08-2021 12:20,daniel_norton2069@bretoux.com,95 / 140,Daniel Norton,daniel_norton6748@iitp.ac.in,9373558986,1401CS67,Option A,Option D,Option B,Option C,Option B,Option B,,Option D,Option B,,Option C,Option A,Option B,Option D,Option B,Option C,Option C,Option D,Option B,,Option D,Option A,Option A,Option D,Option B,Option A,Option C,Option D
07-08-2021 12:20,ramon_fulton9477@typill.biz,75 / 140,Ramon Fulton,ramon_fulton1369@iitp.ac.in,7726062970,1401CS74,Option A,Option D,Option B,Option C,Option B,Option C,Option D,,,Option B,Option D,Option A,,,Option B,,Option C,Option D,,,Option A,,,Option D,,Option A,Option A,Option D
07-08-2021 12:20,gina_thomas5389@tonsy.org,95 / 140,Gina Thomas,gina_thomas1570@iitp.ac.in,7337213858,1401ME76,Option A,Option D,Option B,Option C,,Option C,Option D,Option D,Option A,Option A,,,Option D,Option D,Option B,Option B,Option C,Option D,,Option D,,Option A,Option A,Option D,,Option A,,Option B
07-08-2021 12:20,dorothy_cameron8751@nimogy.biz,50 / 140,Dorothy Cameron,dorothy_cameron3069@iitp.ac.in,8305193609,1401EE20,,,,,,,Option D,,,,,Option A,,Option D,,Option D,Option C,,,Option D,,Option A,,Option D,,Option A,Option C,
07-08-2021 12:20,david_allen459@nimogy.biz,110 / 140,David Allen,david_allen3522@iitp.ac.in,9304879251,1401EE53,Option A,Option D,Option B,Option C,Option B,Option C,Option D,,Option A,Option A,,,Option D,,,Option D,Option C,Option D,Option B,Option D,Option A,Option A,Option A,Option D,Option D,Option A,Option D,Option D
07-08-2021 12:20,alan_russell8346@atink.com,70 / 140,Alan Russell,alan_russell9407@iitp.ac.in,9548488625,1401EE18,Option A,Option D,Option B,Option C,Option B,Option C,Option D,Option D,,Option B,Option C,Option D,Option B,,,Option C,Option C,,,,Option B,Option B,Option A,Option D,,Option A,Option B,Option D
07-08-2021 12:20,erica_underhill9030@nickia.com,65 / 140,Erica Underhill,erica_underhill2603@iitp.ac.in,8582011521,1401CB35,Option A,,,Option C,,,,,,,Option C,,Option D,Option D,Option B,Option D,Option C,,Option C,Option D,,,Option A,Option D,,Option A,Option C,
07-08-2021 12:20,aiden_alldridge4739@vetan.org,40 / 140,Aiden Alldridge,aiden_alldridge6161@iitp.ac.in,8890770508,1401MM04,Option C,,,Option C,,Option D,Option D,,,Option D,Option D,Option A,Option D,Option D,,Option D,Option D,,Option B,,Option B,Option B,Option A,Option C,,Option C,Option B,
07-08-2021 12:20,gabriel_henderson6057@gmail.com,100 / 140,Gabriel Henderson,gabriel_henderson5435@iitp.ac.in,7025482101,1401ME06,Option A,Option D,Option B,Option D,Option B,Option C,Option D,,Option A,Option A,Option C,Option A,,Option D,Option B,Option D,Option C,Option D,,,Option A,Option A,Option A,Option D,Option B,Option C,Option A,Option D
07-08-2021 12:20,noah_vincent1196@naiker.biz,55 / 140,Noah Vincent,noah_vincent8396@iitp.ac.in,7004074950,1401EE68,Option C,Option D,Option C,Option C,Option A,Option C,Option C,Option C,Option C,Option C,Option B,Option A,Option C,Option C,Option A,Option C,Option C,Option D,Option C,Option C,Option A,Option C,Option A,Option D,Option C,Option A,Option D,Option D
07-08-2021 12:20,josephine_graham362@gembat.biz,70 / 140,Josephine Graham,josephine_graham1732@iitp.ac.in,9660795443,1401CB19,Option A,,Option B,,,,Option D,,,,,,Option D,,,Option D,Option C,,,Option D,Option A,Option A,Option A,Option D,,Option A,Option C,Option D
07-08-2021 12:20,evelynn_howard208@famism.biz,130 / 140,Evelynn Howard,evelynn_howard9840@iitp.ac.in,9199292919,1401EE04,Option A,Option D,Option B,Option C,Option B,Option C,Option D,Option D,Option A,Option A,,Option A,Option D,Option D,Option B,Option C,Option C,Option D,Option B,Option D,Option A,Option A,Option A,Option D,Option D,Option A,Option C,Option D
07-08-2021 12:20,tania_speed770@brety.org,125 / 140,Tania Speed,tania_speed7362@iitp.ac.in,9452749717,1401MM13,Option A,Option D,Option B,Option C,Option B,,Option D,Option D,Option A,,Option C,Option A,Option D,Option D,Option B,Option D,Option C,Option D,Option B,Option D,Option D,Option A,Option A,Option D,Option D,Option A,Option C,Option D
07-08-2021 12:20,brad_snow7771@supunk.biz,130 / 140,Brad Snow,brad_snow1128@iitp.ac.in,7667491533,1401CB05,Option A,Option D,Option B,Option C,Option C,Option C,Option D,Option D,Option A,Option A,Option C,Option A,Option D,Option D,Option B,Option B,Option C,Option D,Option B,Option D,Option A,Option A,Option A,Option D,Option D,Option A,Option C,Option D
07-08-2021 12:20,wendy_healy8906@elnee.tech,55 / 140,Wendy Healy,wendy_healy2918@iitp.ac.in,9618564987,1401CE38,Option B,Option B,Option B,Option B,,Option C,,Option C,,Option C,Option A,Option A,Option C,,Option A,Option D,Option C,Option D,,Option D,Option A,Option B,Option A,Option A,Option B,Option A,,Option D
07-08-2021 12:20,luke_murphy3941@kideod.biz,110 / 140,Luke Murphy,luke_murphy5281@iitp.ac.in,9304919227,1401CS56,Option A,,Option B,,Option B,,Option D,Option D,,,Option D,Option A,Option D,Option D,Option B,Option D,Option C,Option D,Option B,Option D,Option A,Option A,Option A,Option D,Option D,Option A,Option C,Option D
07-08-2021 12:20,denny_walker3214@grannar.com,75 / 140,Denny Walker,denny_walker5595@iitp.ac.in,9931968666,1401ME77,,,Option B,,,Option C,Option A,Option D,Option A,,Option C,Option C,,Option D,,Option D,Option C,,Option B,,Option A,Option A,Option C,Option D,,Option A,Option C,Option D
07-08-2021 12:20,dalia_vaughn487@sveldo.biz,35 / 140,Dalia Vaughn,dalia_vaughn1891@iitp.ac.in,8603348641,1401CE06,Option B,Option D,Option B,,,Option C,,,,Option A,,Option A,,,,,,Option D,Option A,,,,,,,Option A,,
07-08-2021 12:20,peter_brennan8189@dionrab.com,105 / 140,Peter Brennan,peter_brennan4459@iitp.ac.in,7767897301,1401CB31,Option A,,Option B,Option C,,Option C,Option D,Option D,,Option A,Option C,Option A,Option D,,Option B,Option D,Option C,Option D,Option B,,Option A,Option A,Option A,Option D,Option D,Option A,Option A,Option B
07-08-2021 12:20,laila_robertson6259@nimogy.biz,105 / 140,Laila Robertson,laila_robertson3449@iitp.ac.in,8340351017,1401ME39,Option A,Option D,Option B,Option C,,Option C,Option D,,,Option A,Option B,Option A,Option D,Option D,Option B,Option C,Option C,Option D,,,Option A,Option A,Option A,Option D,Option D,Option A,Option C,Option D
07-08-2021 12:20,charlize_wright2930@gembat.biz,115 / 140,Charlize Wright,charlize_wright4879@iitp.ac.in,7439860023,1401CB11,Option A,Option D,Option B,Option C,,Option C,Option D,,Option A,Option A,,Option A,Option D,Option D,Option B,Option D,Option C,Option D,Option B,Option D,Option A,Option A,Option A,Option D,,Option A,Option C,Option B
07-08-2021 12:20,owen_thomas8377@grannar.com,75 / 140,Owen Thomas,owen_thomas6692@iitp.ac.in,8355816953,1401CE13,Option A,Option D,Option B,Option C,,Option C,,Option D,Option A,Option D,,Option A,,,,Option D,Option C,Option D,,,Option D,,,Option D,Option D,Option A,Option B,Option D
07-08-2021 12:20,mandy_hooper3172@sveldo.biz,120 / 140,Mandy Hooper,mandy_hooper9871@iitp.ac.in,8229859377,1401EE10,Option A,Option D,Option B,Option C,Option B,Option C,Option D,Option D,,Option A,Option C,Option A,Option D,Option D,Option B,Option D,Option C,Option D,,,Option D,Option A,Option A,Option D,Option D,Option A,Option C,Option D
07-08-2021 12:20,ethan_robinson3826@deons.tech,55 / 140,Ethan Robinson,ethan_robinson9228@iitp.ac.in,7717789572,1401MM03,Option C,,Option B,Option C,,,Option D,,Option A,,Option C,Option C,Option D,Option D,,,,Option D,Option A,Option D,,,Option A,,,Option A,Option B,Option B
07-08-2021 12:20,alice_harrison8669@gembat.biz,125 / 140,Alice Harrison,alice_harrison8561@iitp.ac.in,8961011837,1401CS10,Option A,Option D,Option B,Option C,Option B,Option C,Option D,Option D,Option A,Option A,Option B,Option A,Option C,Option D,Option B,Option D,Option C,Option D,Option B,Option D,Option A,Option A,Option A,Option D,Option B,Option A,Option C,Option D
07-08-2021 12:20,summer_stone8951@deavo.com,70 / 140,Summer Stone,summer_stone7886@iitp.ac.in,7007222154,1401ME32,Option A,,Option B,,,Option C,,Option D,Option A,Option A,Option C,Option A,,,,,,Option D,,Option D,Option D,,Option A,Option A,Option D,Option C,Option C,Option D
07-08-2021 12:20,gladys_mcgee5071@sheye.org,95 / 140,Gladys Mcgee,gladys_mcgee9902@iitp.ac.in,7883584826,1401ME27,Option A,,Option B,Option C,,Option C,Option D,Option D,Option A,Option A,,,Option D,Option D,Option B,Option B,Option C,Option D,,Option D,,,Option A,Option D,,Option A,Option C,Option D
07-08-2021 12:20,jayden_thorpe5896@acrit.org,70 / 140,Jayden Thorpe,jayden_thorpe2289@iitp.ac.in,9113363896,1401EE74,Option A,Option D,Option B,Option C,Option B,Option C,Option D,,,Option A,,Option D,,Option D,Option B,Option C,Option C,Option D,,,Option D,Option B,Option A,Option B,Option B,Option B,Option B,Option D
07-08-2021 12:20,aeris_waterson1260@gompie.com,130 / 140,Aeris Waterson,aeris_waterson1422@iitp.ac.in,9003568771,1401EE54,Option A,Option D,Option B,Option C,,Option C,Option D,Option D,Option A,Option A,Option C,Option A,Option D,Option D,Option B,Option D,Option C,Option D,Option B,Option D,Option A,Option A,Option A,Option D,Option D,Option A,Option A,Option D
07-08-2021 12:20,abdul_cobb3387@typill.biz,140 / 140,Abdul Cobb,abdul_cobb5582@iitp.ac.in,7080004448,1401CS02,Option A,Option D,Option B,Option C,Option B,Option C,Option D,Option D,Option A,Option A,Option C,Option A,Option D,Option D,Option B,Option D,Option C,Option D,Option B,Option D,Option A,Option A,Option A,Option D,Option D,Option A,Option C,Option D
07-08-2021 12:20,roger_woods4015@tonsy.org,125 / 140,Roger Woods,roger_woods566@iitp.ac.in,9820521752,1401MM29,Option A,,Option B,Option C,Option B,Option C,Option D,Option D,Option A,Option A,,Option A,Option D,Option D,Option B,Option D,Option C,Option D,Option B,Option D,Option A,Option A,Option A,Option D,,Option A,Option C,Option D
07-08-2021 12:20,willow_rose3055@bungar.biz,65 / 140,Willow Rose,willow_rose6847@iitp.ac.in,6266206287,1401CB08,Option A,Option B,Option B,Option B,Option B,Option B,Option D,Option B,Option B,Option B,Option B,Option A,Option B,Option B,Option B,Option D,Option C,Option D,Option B,Option B,Option B,Option B,Option B,Option D,Option B,Option B,Option C,Option D
07-08-2021 12:20,nathan_skinner8568@iatim.tech,105 / 140,Nathan Skinner,nathan_skinner5086@iitp.ac.in,7568609247,1401CE48,Option A,Option D,Option B,Option C,Option C,Option C,Option D,,Option A,Option A,Option C,Option A,,,Option B,,Option C,Option D,Option B,,Option A,Option A,Option A,Option D,Option B,Option A,Option C,Option D
07-08-2021 12:20,paula_whitmore1361@muall.tech,50 / 140,Paula Whitmore,paula_whitmore3945@iitp.ac.in,9827089359,1401EE31,,,,Option C,Option A,Option C,Option C,Option D,Option C,Option D,Option D,Option A,Option D,Option D,Option B,,Option C,Option D,Option C,Option C,Option B,Option C,Option C,Option C,Option D,Option C,,
07-08-2021 12:20,matt_eastwood9634@elnee.tech,120 / 140,Matt Eastwood,matt_eastwood5481@iitp.ac.in,9563993118,1401ME63,Option A,Option D,Option B,Option C,Option B,Option C,Option D,Option D,Option A,Option A,Option A,Option A,Option D,Option D,Option B,Option D,Option C,Option D,Option B,Option D,Option A,Option D,Option A,Option D,Option B,Option A,Option C,Option B
07-08-2021 12:20,josh_nicholls1592@nanoff.biz,120 / 140,Josh Nicholls,josh_nicholls9208@iitp.ac.in,8176876030,1401CS80,Option A,Option D,Option B,Option C,Option B,Option C,Option D,Option D,Option C,Option A,Option B,Option A,Option D,Option D,Option B,Option D,Option C,Option D,Option B,Option D,Option B,Option A,Option A,Option D,Option B,Option A,Option C,Option D
07-08-2021 12:20,estrella_locke6325@kideod.biz,125 / 140,Estrella Locke,estrella_locke67@iitp.ac.in,6204292834,1401MM32,Option A,,Option B,Option C,Option B,Option C,Option D,Option D,Option A,Option A,Option D,Option A,Option D,Option D,Option B,Option D,Option C,Option D,Option B,Option D,Option D,Option A,Option A,Option D,Option D,Option A,Option C,Option D
07-08-2021 12:20,kamila_weasley1858@famism.biz,85 / 140,Kamila Weasley,kamila_weasley2227@iitp.ac.in,9097974774,1401CS39,Option D,Option D,Option B,Option C,,Option C,Option D,Option D,Option C,Option D,Option C,Option A,Option B,Option D,Option B,Option C,Option C,Option D,Option B,Option D,Option D,,Option B,Option D,Option B,Option A,Option B,Option D
07-08-2021 12:20,phillip_pope5519@nickia.com,100 / 140,Phillip Pope,phillip_pope4673@iitp.ac.in,7385418219,1401ME14,Option A,Option D,Option B,Option C,,Option C,Option D,,Option A,,,Option A,Option D,Option D,Option B,Option D,Option C,Option D,,Option D,,,Option A,Option D,Option D,Option A,Option C,
07-08-2021 12:20,danny_vince5004@twace.org,95 / 140,Danny Vince,danny_vince6566@iitp.ac.in,9166452134,1401CS54,Option A,Option D,Option B,,,Option C,Option D,Option D,Option A,,,,,Option D,Option A,Option D,Option C,Option D,Option B,Option D,Option D,Option A,Option A,Option D,,Option A,Option C,Option D
07-08-2021 12:20,dasha_bayliss4549@mafthy.com,115 / 140,Dasha Bayliss,dasha_bayliss6609@iitp.ac.in,8969721307,1401CS37,Option A,,Option B,Option C,Option B,Option C,Option D,Option D,,Option B,Option B,Option A,Option B,Option D,Option B,Option D,Option C,Option D,Option B,Option D,Option A,Option A,Option A,Option D,Option D,Option A,Option C,Option D
07-08-2021 12:20,greta_flanders1891@supunk.biz,130 / 140,Greta Flanders,greta_flanders6209@iitp.ac.in,8295090510,1401CS27,Option A,Option D,Option B,Option C,Option B,Option C,Option D,Option D,Option A,Option A,Option B,Option A,Option D,Option D,Option B,Option D,Option C,Option D,Option B,Option C,Option A,Option A,Option A,Option D,Option D,Option A,Option C,Option D
07-08-2021 12:20,isla_evans3824@ubusive.com,110 / 140,Isla Evans,isla_evans9375@iitp.ac.in,7987536236,1401CE52,Option A,,Option B,Option C,,Option C,Option D,Option D,,Option A,Option C,Option A,Option D,,Option B,Option D,Option C,Option D,Option B,,Option A,,Option A,Option D,Option D,Option A,Option C,Option D
07-08-2021 12:20,emma_neal5103@kideod.biz,130 / 140,Emma Neal,emma_neal2467@iitp.ac.in,9321420712,1401MM15,Option A,,Option B,Option C,Option B,Option C,Option D,Option D,Option A,Option A,Option D,Option A,Option D,Option D,Option B,Option D,Option C,Option D,Option B,Option D,Option A,Option A,Option A,Option D,Option D,Option A,Option C,Option D
